#OTU ID	CJ1_B_Fr	CJ1_S_Fr	LG1_B_Fr	LG1_S_Fr	LG2_B_Fr	LG2_S_Fr	SY1_B_Fr	SY1_S_Fr	SY2_B_Fr	SY2_S_Fr	WC1_B_Fr	WC1_S_Fr	WC2_B_Fr	WC2_S_Fr	W18_Fr	W19_Fr	W20_Fr	W21_Fr	W22_Fr	W23_Fr	W24_Fr	W25_Fr	W26_Fr	W27_Fr	W28_Fr	W29_Fr	W30_Fr	W31_Fr	W32_Fr	W33_Fr	W34_Fr	W35_Fr	W36_Fr	W37_Fr	W38_Fr	W39_Fr	W40_Fr	W41_Fr	W42_Fr	W43_Fr	W44_Fr	W45_Fr
HHN_BAC_ASV_654	18	11	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	70	6	1	0	0	2	0	0	0	0	1	0	0	3	0	2	0	0	3	1	0	0	0	0	1
DJ_BAC_ASV_592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	26	12	14	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_25758	7	0	0	0	6	14	0	0	0	0	22	41	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_893	0	60	0	14	4	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1071	0	0	0	0	0	0	0	0	0	0	0	0	0	7	15	10	0	0	0	0	0	0	17	28	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_530	9	0	12	7	0	0	18	21	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DJ_BAC_ASV_21454	0	5	8	0	18	19	2	2	7	6	20	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	3	0	0	0	0	2	4	2	5	7	17	4	29	4	0	5	8	0
HHN_BAC_ASV_584	49	20	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1307	86	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1029	0	0	0	0	0	0	0	13	4	12	0	0	0	0	17	16	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	4	0	0	6	7	0	0	23	6	0	0	0	0	4
DJ_BAC_ASV_509	0	0	4	0	3	0	0	0	1	0	3	0	4	9	8	5	9	5	0	0	3	5	0	4	7	0	0	0	0	0	0	0	0	0	2	0	4	2	5	3	0	6
DJ_BAC_ASV_1799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	4	3	12	7	11	20	14	6	9	0
DJ_BAC_ASV_13284	23	16	18	9	1	0	0	0	0	0	17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1523	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	13	29	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
DJ_BAC_ASV_738	0	0	0	0	0	0	0	0	9	9	0	0	0	0	8	6	7	7	0	3	12	10	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
HHN_BAC_ASV_1080	25	14	0	12	0	0	17	0	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_20400	0	80	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2165	0	0	0	0	19	12	0	0	0	0	0	0	27	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	7	6	5	5	6	12	5	7	0	0	0	3	7	3	2	0	0	1	0	0	2	0	3	3	0	0
DJ_BAC_ASV_1723	34	20	0	17	0	8	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_344	0	0	0	0	0	0	0	0	27	12	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	28	0	0	0
DJ_BAC_ASV_426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	4	9	2	0	5	1	3	1	2	2	0	8	0	1	1	5	0	0	1	0	5	1	4	7	1	0
DJ_BAC_ASV_3083	0	0	0	0	12	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	36	0	0	0
DJ_BAC_ASV_283	0	5	0	3	6	31	0	0	0	1	13	11	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_852	0	0	11	3	10	11	11	5	17	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_540	0	29	0	0	0	0	23	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_949	12	13	13	17	6	4	2	2	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_564	24	24	0	14	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_120	33	14	4	33	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	1	7	6	3	2	0	7	6	5	5	3	4	4	3	4	3	0	3	9	6	0
DJ_BAC_ASV_569	26	24	0	26	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	1	4	6	10	5	6	5	1	6	0	1	3	5	3	3	4	0	2	0	1	1	0	3	5	0
DJ_BAC_ASV_428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	10	5	0	0	0	0	0	10	8	9	0	29	0
DJ_BAC_ASV_63471	0	70	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_3126	0	0	8	7	27	0	0	0	0	0	22	13	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_29164	26	2	30	7	0	0	0	2	8	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_396	18	8	20	21	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	5	5	7	5	6	8	0	7	5	0	2	5	0	4	2	0	0	0	0	2	0	0	0	3	5	2
DJ_BAC_ASV_47	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	3	5	3	0	0	0	7	5	1	0	0	0	0	0	0	0	0	0	3	32	0
DJ_BAC_ASV_1389	0	0	0	0	0	0	4	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	32	11	0	0	0	4	0	0	2	4	9	2	0	0	0
DJ_BAC_ASV_1252	6	0	10	0	0	0	16	0	25	10	0	0	0	0	7	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
DJ_BAC_ASV_1284	0	0	0	0	2	0	0	0	14	6	7	0	20	21	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6
DJ_BAC_ASV_14454	26	19	16	18	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1238	0	0	19	0	15	11	12	12	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1255	6	49	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	6	0	1	0	2	2	7	9	2	4	9	2	5	7	9	3	10	0
DJ_BAC_ASV_1886	21	0	15	0	2	0	2	0	10	1	5	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	5	0	0	4	0	6	2	0	2	0	0	0	0	0
DJ_BAC_ASV_820	0	4	0	0	5	0	0	0	5	0	3	0	0	7	16	0	9	2	4	2	0	6	0	10	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1552	0	48	0	16	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
DJ_BAC_ASV_889	0	0	0	0	7	9	0	1	1	2	4	15	0	0	9	2	3	2	1	0	1	5	0	4	5	0	0	0	0	0	1	0	0	3	0	0	0	0	0	3	2	0
DJ_BAC_ASV_4142	0	6	0	0	0	10	0	0	0	0	2	23	3	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	2	15	7	11	5	2	3	19	3
DJ_BAC_ASV_3804	0	0	0	0	0	0	0	0	0	0	0	0	45	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2135	0	0	0	0	11	10	4	12	14	14	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_211	21	37	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_357	0	43	0	0	0	7	0	0	0	0	0	17	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_376	33	18	12	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_848	0	0	0	0	36	13	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	1	0	0	0	47	22
DJ_BAC_ASV_128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	35	0	3	4	0	0	0	0	6	3	0	14	0	3	0	0	0	0	0	0	0	3	0
HHN_BAC_ASV_745	0	0	0	0	29	13	0	0	0	3	12	5	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1421	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	4	0	0	0	0	3	0	5	7	3	6	12	0	5	2	6	5	1
HHN_BAC_ASV_1163	22	6	12	8	1	4	0	0	8	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1200	21	46	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_956	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
DJ_BAC_ASV_16723	3	0	0	0	8	0	0	0	0	0	11	0	32	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_247	4	0	0	2	1	0	0	0	0	0	5	0	0	0	3	4	11	2	3	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	5	2	0	2
HHN_BAC_ASV_328	0	0	0	0	11	6	10	6	10	0	14	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	0	19	1	6	7	4	5	27	0
DJ_BAC_ASV_1334	0	6	9	0	0	2	0	10	18	0	0	0	0	0	5	4	3	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5
DJ_BAC_ASV_37930	0	0	0	0	4	5	0	0	0	0	3	1	48	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_23396	25	14	17	6	0	1	0	0	2	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1148	0	0	0	0	5	4	0	3	23	7	0	0	0	0	3	0	4	0	0	5	0	0	0	0	3	4	0	0	0	0	0	0	0	0	2	1	2	0	3	2	0	3
DJ_BAC_ASV_18542	0	13	19	27	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2891	0	2	0	0	0	21	5	11	23	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
HHN_BAC_ASV_1209	0	0	0	0	15	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	10	0	5	0	8	0	14	27	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_15096	19	11	16	11	0	0	0	0	4	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
HHN_BAC_ASV_1098	8	0	26	0	0	0	13	4	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	9	4	8	12	10
DJ_BAC_ASV_2121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	51	3	1	3	1	1	2	0	0	0	0	0	2	0	0	0	0	0
HHN_BAC_ASV_1047	0	0	0	5	7	7	19	9	5	3	7	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_17447	0	0	0	0	0	6	0	0	0	0	32	23	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1083	0	0	0	0	20	22	0	0	0	0	16	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2057	0	0	0	0	0	0	0	0	0	0	0	0	42	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2521	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	12	4	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_4657	0	0	0	0	11	12	2	0	2	0	4	6	21	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	14	0	1	0	0	2	6	0	4	0	0	11	4	8	3	0	0	0	0	2	0	0	5	0	0	0
DJ_BAC_ASV_1858	8	0	32	0	6	0	0	4	3	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1214	0	3	8	2	10	7	0	2	4	0	23	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_4839	0	0	0	11	0	0	16	10	21	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	3	1	1	17	3	8	6	2	0	0	0	6	0	0	0	2	2	0	0	3	3	0	0	5
DJ_BAC_ASV_2291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	2	2	0	4	18	1	6	9	11	5	5	0
DJ_BAC_ASV_650	0	0	0	0	0	33	0	0	0	0	0	3	0	4	1	6	0	5	3	0	5	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
HHN_BAC_ASV_1018	0	0	10	0	9	17	0	0	0	0	20	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2209	22	22	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	38	10	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	7	8	2	0	1	3	21	2	9	3	2	0	0	8	0	0
DJ_BAC_ASV_2145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	9	0	0	0	0	0	0	0	17
DJ_BAC_ASV_59267	12	5	14	3	0	3	0	0	0	0	8	8	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_14463	16	17	9	13	0	1	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1514	35	27	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1256	0	4	9	3	13	11	0	0	2	0	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_4139	21	6	14	4	0	0	8	4	8	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_3444	0	0	0	0	0	0	0	0	0	0	0	0	25	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	5	0	6	5	11	5	11	7	2	1	0	3	0	5	0	0
DJ_BAC_ASV_28099	3	2	3	4	1	0	4	4	4	10	0	0	12	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2078	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_668	61	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1486	0	37	0	14	0	3	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1586	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	5	0	0	0	0	4	8	8	0	0	14	0	0	4	0	0	0	0	0	0
HHN_BAC_ASV_1370	0	0	33	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1130	29	31	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	2	0	0	2	0	0	0	3	0	0	2	8	3	1	5	5	0	4	6	7	4	4
DJ_BAC_ASV_177	6	0	0	0	0	0	0	0	0	0	0	0	0	0	21	13	0	6	0	0	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_4020	0	0	10	0	8	7	0	1	8	6	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1929	0	18	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_190	0	5	5	7	6	3	3	5	5	1	9	6	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_470	11	4	0	0	0	12	3	0	0	0	0	25	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_531	28	8	9	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_61931	22	15	0	17	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	22	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
HHN_BAC_ASV_1145	6	0	2	5	0	0	25	6	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1382	6	7	19	4	0	0	10	4	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_203	0	14	0	21	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0
HHN_BAC_ASV_1396	5	0	0	5	14	14	0	0	5	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_566	9	0	0	0	3	4	0	0	0	0	7	0	0	0	2	0	0	0	0	8	4	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	5	3	0	3	0	0
DJ_BAC_ASV_697	0	0	0	0	0	0	0	0	19	0	0	0	0	0	13	11	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
HHN_BAC_ASV_2151	57	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_631	0	0	0	0	0	0	0	0	0	0	0	0	38	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_199	0	0	0	0	0	0	0	0	0	0	0	7	36	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1201	14	14	6	10	4	4	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_431	29	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
