#OTU ID	CJ1_B_At	CJ1_S_At	LG1_B_At	LG1_S_At	LG2_S_At	SY1_B_At	SY1_S_At	SY2_B_At	SY2_S_At	WC1_B_At	WC1_S_At	WC2_B_At	WC2_S_At	W18_A	W19_A	W20_A	W21_A	W22_A	W23_A	W24_A	W25_A	W26_A	W27_A	W28_A	W29_A	W30_A	W31_A	W32_A	W33_A	W34_A	W35_A	W36_A	W37_A	W38_A	W39_A	W40_A	W41_A	W42_A	W43_A	W44_A	W45_A
DJ_BAC_ASV_7222	0	0	14	13	24	0	27	0	0	0	13	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_221	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	23	14	5	0	0	0	44	4	1	0
DJ_BAC_ASV_307	9	0	0	0	0	14	0	12	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	7	5	0	0	1	0	12	25	12	10	0	0
DJ_BAC_ASV_5924	4	3	2	5	1	0	0	18	0	24	14	10	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_525	0	0	0	0	0	0	0	0	0	0	0	0	0	15	7	10	7	30	21	0	6	0	0	3	0	0	0	0	0	5	0	0	0	0	2	0	0	4	7	0	1
HHN_BAC_ASV_596	0	17	31	0	18	21	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	7	10	17	0	0	0	0	12	31	0	0	0	13	0	0	0	10	0	3	0	0
DJ_BAC_ASV_799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	46	29	0	15	0	0	0
DJ_BAC_ASV_1553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	3	19	21	8	32	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0
DJ_BAC_ASV_427	10	7	0	0	0	0	0	22	12	27	6	0	7	0	19	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2913	25	15	0	0	0	19	0	25	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_3682	0	0	0	11	0	0	0	0	0	48	16	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1079	6	18	0	0	0	0	0	0	50	23	15	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2543	0	0	18	10	15	23	0	11	0	0	0	26	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_7337	5	22	3	1	5	6	29	12	8	0	8	8	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_19896	3	6	7	3	6	0	0	7	0	18	27	10	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_402	32	20	0	0	0	0	0	26	0	11	10	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_329	18	0	0	0	0	0	46	15	0	0	0	0	0	0	0	11	16	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_402	3	4	0	0	0	10	3	3	4	0	0	2	0	12	9	9	17	6	9	0	7	2	0	0	0	0	0	0	1	2	0	0	0	1	1	0	2	0	2	0	2
DJ_BAC_ASV_807	9	0	0	0	0	0	0	5	4	0	0	0	1	0	1	28	12	0	9	6	13	0	2	0	0	0	0	0	1	4	0	0	5	0	0	3	0	1	7	0	0
DJ_BAC_ASV_7810	6	19	0	5	13	21	21	11	5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_816	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	15	0	0	14	0	11	13	8	0	0	0	0	0	0	12	0	0	0	4	0	0	0	4	0	0	9
HHN_BAC_ASV_1001	0	0	3	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_110	0	0	0	0	0	0	0	0	0	0	0	0	0	18	32	0	35	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	29	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	31
DJ_BAC_ASV_535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	50	21	3	6	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0
DJ_BAC_ASV_3154	0	0	0	0	0	0	0	0	0	0	0	0	0	15	7	58	22	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	12	14	25	0	0	0	0	0	0	0	0	0	0	19
DJ_BAC_ASV_469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	16	15	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1503	16	0	11	14	0	0	16	0	0	0	19	9	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_125	0	0	0	0	3	0	0	0	0	0	0	0	0	20	0	20	20	0	0	0	18	0	0	4	0	0	0	0	0	5	0	0	0	0	0	6	5	2	0	0	4
HHN_BAC_ASV_363	46	0	0	0	0	0	0	32	21	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_526	20	0	0	7	0	7	0	23	0	17	0	0	11	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
DJ_BAC_ASV_37930	13	0	0	2	0	67	9	9	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1506	0	11	0	0	0	0	0	0	89	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_6522	10	11	9	7	9	6	11	16	0	0	15	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	10	0	23	17	33	0	0
DJ_BAC_ASV_1577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	17	26	0	27	0	0	0	0	0	15	0	0
DJ_BAC_ASV_3538	13	0	0	0	0	0	0	27	9	0	0	0	0	0	26	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	35	0	23	0	23	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_396	23	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
DJ_BAC_ASV_689	6	0	0	0	0	0	0	0	10	15	8	10	15	0	13	14	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DJ_BAC_ASV_325	0	0	0	0	0	0	0	0	0	58	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0
DJ_BAC_ASV_3041	22	15	0	0	0	23	13	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0
DJ_BAC_ASV_924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	8	0	6	5	3	8	14	16	14	10	7
DJ_BAC_ASV_2526	0	0	40	0	31	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_4171	0	0	15	4	9	20	0	0	13	0	4	8	6	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_557	24	0	0	0	0	0	0	20	13	0	0	0	0	0	27	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
HHN_BAC_ASV_787	36	0	0	0	0	0	0	11	9	22	0	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	8	0	0	0	0	0	0	8	0	0	12	0	0	34	0	0	0	0	0	8	0	0	0	0
DJ_BAC_ASV_1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	11	0	0	0	0	7	10	14	10	0	15
DJ_BAC_ASV_399	0	0	0	0	0	0	0	0	0	0	0	0	0	21	4	14	14	0	2	0	0	0	6	3	0	5	0	1	0	0	0	0	2	0	0	0	0	4	19	0	2
HHN_BAC_ASV_692	0	0	0	0	0	0	0	0	0	44	10	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1604	0	28	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1268	0	0	0	0	0	0	0	23	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1327	0	21	0	0	0	0	0	6	68	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_4140	0	0	22	13	12	10	14	0	6	0	10	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_4248	0	10	7	0	0	32	36	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_99	21	19	0	0	0	0	0	15	14	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_459	13	0	0	0	0	33	14	20	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	56	0	10	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_6173	6	43	0	4	0	5	16	13	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1433	4	7	8	8	8	10	11	6	5	0	1	5	3	4	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
HHN_BAC_ASV_751	18	0	0	0	29	22	0	0	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_3075	0	0	0	0	0	0	0	5	0	0	0	0	0	19	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
DJ_BAC_ASV_2165	0	0	0	0	0	34	55	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_554	0	0	11	19	6	0	11	0	0	0	8	28	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1246	84	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_5022	0	38	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_3066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	10	0	0	26	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0
DJ_BAC_ASV_2072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	58	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
DJ_BAC_ASV_4617	0	0	14	11	14	0	0	0	0	0	24	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_306	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	8	0	0	0	0	14	0	6	1	0	4	0	0	0	8	3	0	3	0	0	0	0	3	9	8	4
DJ_BAC_ASV_422	39	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0
DJ_BAC_ASV_2275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	46	18	0	0	0	0	0
HHN_BAC_ASV_863	22	0	0	0	0	0	0	16	0	23	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_942	0	0	0	0	0	0	0	0	0	37	24	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0
DJ_BAC_ASV_405	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	19	24	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	7	4	0	0	0	10	0	0
HHN_BAC_ASV_632	0	33	0	7	0	18	17	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_28099	8	20	0	0	0	11	29	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DJ_BAC_ASV_4064	28	21	0	0	0	8	0	28	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_329	13	0	1	21	5	0	2	20	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_378	0	0	0	0	0	0	0	0	0	0	0	0	0	31	16	13	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	8	7
DJ_BAC_ASV_1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	10	10	0	0	0	0	0	0	0	0	0	6	7	6	7	6	4	4	5	7	7	2	3
DJ_BAC_ASV_2574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	54	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2982	6	0	0	2	3	28	14	20	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
DJ_BAC_ASV_490	9	0	0	0	0	0	0	9	3	1	0	0	0	0	18	4	5	0	1	3	8	6	3	0	0	0	0	0	4	0	0	1	2	2	0	0	0	2	7	0	0
HHN_BAC_ASV_719	6	0	8	14	8	3	4	6	5	0	8	11	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_712	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	45	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
DJ_BAC_ASV_3064	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_569	22	8	0	0	0	0	0	24	8	11	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	4	0	6	8	1	3	5	2	8	2	12	5	10	6
DJ_BAC_ASV_2898	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	31	20	0	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
DJ_BAC_ASV_1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	17	13	0	0	0	0	5	0	0	10	0	0	4	2	4	3	4	0	0	19	0	0	0	0	0	0
DJ_BAC_ASV_2094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	27	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	10	0	0	1	0	0	16	0	0	0	0	0	0	0	6	0	0	17	8	0	0	15
DJ_BAC_ASV_4740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2855	0	0	0	0	0	0	0	0	0	0	0	0	0	16	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_650	0	6	0	0	0	0	5	0	0	0	0	0	0	8	6	0	13	5	0	0	0	16	0	0	0	1	0	9	0	0	0	0	0	0	3	2	0	0	0	0	12
DJ_BAC_ASV_39992	23	0	0	0	6	0	0	11	0	30	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1970	3	3	0	0	0	0	0	0	0	0	0	0	0	0	4	30	8	2	8	9	11	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
DJ_BAC_ASV_4468	0	22	0	0	0	0	0	0	23	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_509	0	2	6	0	6	7	4	3	0	0	0	5	3	9	5	5	0	8	0	0	4	0	0	1	2	2	0	1	0	0	3	0	0	0	0	3	0	0	3	0	3
HHN_BAC_ASV_1003	14	11	0	0	0	0	0	12	8	17	8	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_435	0	0	0	2	4	0	6	7	0	0	4	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_12725	6	11	0	0	0	13	42	5	2	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1049	31	0	0	0	0	0	0	0	0	33	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	6	6	5	9	6	7	0	0	0	33	6
DJ_BAC_ASV_470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	12	15	6	0	10	2	0	9	3	0	0	0	0	3	0	0	0	6	0	0	0	0	2	0	0	0
DJ_BAC_ASV_1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	18	0	0	0	0	0	0	0	0	0	0	0	0	13	5	0	5	0	21	0	0
DJ_BAC_ASV_3694	0	0	18	18	23	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_176	19	0	0	0	0	0	0	0	17	10	10	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_882	0	0	3	0	0	0	0	0	15	29	13	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_8316	3	0	4	6	9	2	0	0	0	16	20	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	19	0	0	20	0	0	0	5	3	0	0	0	0	4	3	0	0	3	0	1	3	0	0	7	3	1
DJ_BAC_ASV_5070	0	8	5	0	0	26	30	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
DJ_BAC_ASV_746	17	0	0	0	0	0	0	26	9	11	0	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1071	3	17	3	0	0	1	0	18	8	5	9	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	28	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
DJ_BAC_ASV_156	0	0	0	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	44	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2078	26	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_487	14	25	0	0	0	12	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_815	24	0	0	0	0	25	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_972	0	0	29	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	6	0	0	0	13
DJ_BAC_ASV_9359	0	0	0	7	0	0	0	0	10	19	19	9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_2038	0	58	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_9619	5	13	4	6	2	7	11	7	0	0	5	12	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	48	0	15	0	0	4	4	0	3
DJ_BAC_ASV_1822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	12	27	12	20
DJ_BAC_ASV_3580	11	6	0	3	10	0	25	7	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_1035	12	18	0	0	3	14	19	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_2150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	1	7	0	0	0	0	0	0	0	0	0	0	2	5	2	0	4	26	0	15	0	3
DJ_BAC_ASV_4499	0	3	3	4	6	3	0	3	0	2	17	16	15	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	37	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	10	0	0	0	0	0	0	23	0	0	0	12	10	0	0	0	0	0
HHN_BAC_ASV_431	0	0	0	0	0	0	0	46	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_4061	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	35	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
